ID,damage_grade,Usage
52719,5.0,Private
276270,3.0,Public
190931,2.0,Private
69653,5.0,Private
152944,4.0,Private
39831,5.0,Private
170547,1.0,Private
266535,3.0,Private
284450,5.0,Private
316076,5.0,Private
265554,1.0,Private
299370,4.0,Private
311278,5.0,Private
143189,5.0,Private
198267,3.0,Private
64145,4.0,Private
243177,5.0,Private
61050,4.0,Private
285009,4.0,Private
288479,1.0,Private
248697,4.0,Private
173703,5.0,Private
212843,5.0,Private
374609,4.0,Private
6085,5.0,Public
177652,2.0,Private
344368,5.0,Public
58583,4.0,Public
255376,3.0,Public
155233,5.0,Private
180958,5.0,Public
118061,3.0,Private
316190,3.0,Private
369960,1.0,Private
157570,4.0,Public
265108,5.0,Private
83447,4.0,Private
105472,2.0,Private
238782,4.0,Private
288232,5.0,Public
132065,3.0,Private
234678,5.0,Private
226500,5.0,Public
380053,5.0,Private
188267,3.0,Public
281010,4.0,Public
276371,5.0,Private
268599,2.0,Private
16263,5.0,Private
319194,1.0,Private
158534,4.0,Public
151988,3.0,Private
91226,5.0,Public
219310,4.0,Private
93119,2.0,Public
211036,4.0,Private
134266,5.0,Private
14632,5.0,Public
55626,5.0,Private
358878,4.0,Public
4899,5.0,Public
106514,3.0,Private
192823,5.0,Private
228622,5.0,Private
277954,4.0,Public
326463,1.0,Public
371212,5.0,Private
240351,4.0,Private
300728,4.0,Public
356468,5.0,Private
223158,5.0,Private
155480,5.0,Private
285166,3.0,Public
339957,1.0,Private
303359,5.0,Public
57609,5.0,Private
300523,4.0,Private
230092,4.0,Private
205372,1.0,Private
8306,5.0,Private
45465,5.0,Public
123780,4.0,Private
44283,5.0,Private
181749,4.0,Private
53076,1.0,Private
212299,4.0,Private
223328,5.0,Private
287777,4.0,Private
106307,5.0,Private
231390,1.0,Private
145969,5.0,Private
3800,5.0,Private
143297,4.0,Public
301085,5.0,Private
342977,1.0,Private
303366,5.0,Public
251434,1.0,Public
63129,2.0,Private
21927,5.0,Private
247079,5.0,Public
128316,1.0,Private
343070,1.0,Private
372438,3.0,Public
383260,3.0,Private
8043,5.0,Private
189700,5.0,Private
120949,4.0,Public
259904,1.0,Private
243714,4.0,Private
52123,3.0,Private
122206,5.0,Private
283561,5.0,Private
378783,3.0,Private
68067,5.0,Public
106599,5.0,Public
261967,1.0,Public
55833,5.0,Private
49654,3.0,Private
330529,5.0,Private
1161,1.0,Private
276026,4.0,Private
232727,3.0,Public
159051,4.0,Private
297406,5.0,Private
260665,5.0,Private
258413,2.0,Private
267212,5.0,Public
31808,2.0,Private
328132,4.0,Private
126675,5.0,Private
358455,4.0,Private
318715,5.0,Private
246290,3.0,Private
73984,3.0,Private
214954,2.0,Private
175714,2.0,Private
278566,5.0,Public
116846,4.0,Private
298150,4.0,Public
18656,2.0,Private
41505,2.0,Private
235285,3.0,Private
530,4.0,Public
383878,2.0,Private
320396,1.0,Public
205820,2.0,Private
197143,1.0,Private
365999,2.0,Private
171550,4.0,Private
341369,3.0,Private
218947,4.0,Public
100679,5.0,Private
216923,5.0,Private
28390,3.0,Private
139898,3.0,Private
319433,5.0,Private
12866,5.0,Private
196308,4.0,Private
372309,5.0,Public
18560,5.0,Private
7912,5.0,Public
312069,5.0,Public
49242,4.0,Public
385919,5.0,Public
191577,3.0,Private
235128,2.0,Private
19839,3.0,Private
240683,5.0,Private
55491,2.0,Private
291505,4.0,Private
203145,5.0,Public
139169,4.0,Public
187256,4.0,Private
242393,5.0,Private
284600,1.0,Private
267303,4.0,Private
98846,3.0,Private
324188,3.0,Public
118186,3.0,Private
338189,5.0,Private
177613,3.0,Private
365594,1.0,Private
308572,5.0,Private
172497,1.0,Private
136321,1.0,Private
292155,5.0,Private
81755,5.0,Public
9880,4.0,Private
129138,5.0,Private
124061,1.0,Private
332407,5.0,Public
198364,4.0,Private
195985,1.0,Private
32899,5.0,Public
267328,4.0,Private
362017,4.0,Private
67236,4.0,Private
124724,4.0,Private
337365,1.0,Private
205552,4.0,Private
192887,4.0,Private
43840,2.0,Private
268345,2.0,Public
330940,4.0,Public
21104,5.0,Private
26389,5.0,Private
358534,2.0,Public
298953,5.0,Private
237412,5.0,Public
12503,1.0,Private
303081,2.0,Private
49498,5.0,Private
269228,1.0,Private
176428,5.0,Public
160760,4.0,Public
330855,5.0,Private
217380,5.0,Private
44121,1.0,Private
257680,5.0,Private
21800,5.0,Public
311979,4.0,Private
11039,4.0,Private
315780,4.0,Private
36264,1.0,Public
349287,4.0,Private
67719,5.0,Private
161761,2.0,Private
270317,1.0,Private
218950,2.0,Public
134555,5.0,Private
385741,3.0,Public
210262,2.0,Public
232201,4.0,Public
90462,2.0,Private
117245,4.0,Private
76315,2.0,Private
123326,3.0,Private
216660,1.0,Public
383675,2.0,Public
118344,5.0,Private
189614,1.0,Public
230431,5.0,Private
60176,4.0,Private
195872,4.0,Public
273338,3.0,Public
256893,5.0,Private
75134,1.0,Public
335224,5.0,Private
314678,1.0,Private
263723,3.0,Private
348419,5.0,Public
182695,5.0,Private
314981,5.0,Private
260009,5.0,Private
284886,5.0,Public
91564,3.0,Private
287890,5.0,Private
273850,5.0,Private
98457,2.0,Public
68531,2.0,Private
387415,3.0,Public
180128,4.0,Public
97141,5.0,Private
187576,1.0,Private
143309,3.0,Private
75634,4.0,Private
202606,1.0,Private
29805,4.0,Public
171824,3.0,Private
179209,4.0,Private
25673,2.0,Private
363016,3.0,Private
107150,2.0,Public
347529,3.0,Public
380232,3.0,Public
265423,1.0,Private
280531,2.0,Private
49667,3.0,Private
146177,2.0,Public
157126,5.0,Private
262176,5.0,Public
17293,4.0,Public
269670,5.0,Public
276615,3.0,Private
381260,1.0,Public
121672,4.0,Private
223157,1.0,Private
145435,3.0,Private
84421,5.0,Private
43682,3.0,Private
298553,4.0,Public
348591,2.0,Public
256556,5.0,Public
9321,4.0,Private
378087,5.0,Private
354056,4.0,Public
21414,4.0,Private
322451,2.0,Private
299835,5.0,Public
301206,1.0,Public
293862,4.0,Private
133501,2.0,Public
233283,2.0,Private
289770,4.0,Private
208083,5.0,Public
177122,1.0,Private
366668,5.0,Public
295157,3.0,Private
51713,5.0,Private
219328,4.0,Public
294196,5.0,Public
37667,4.0,Private
40835,4.0,Public
9921,3.0,Private
60370,1.0,Private
306686,3.0,Private
318598,4.0,Private
152796,3.0,Private
41236,3.0,Public
23475,3.0,Public
80709,5.0,Public
36293,2.0,Private
15303,1.0,Private
241966,4.0,Private
371201,4.0,Public
94488,2.0,Private
50251,4.0,Public
141638,5.0,Public
44807,2.0,Public
68476,4.0,Private
355313,4.0,Private
231326,2.0,Private
362176,5.0,Public
129907,4.0,Private
69528,5.0,Private
350154,3.0,Private
215310,3.0,Private
270713,5.0,Private
307351,3.0,Private
277241,5.0,Public
371146,4.0,Public
266514,5.0,Private
62270,3.0,Public
52972,3.0,Private
335406,3.0,Public
1104,5.0,Private
283149,2.0,Public
151373,4.0,Private
95465,2.0,Private
337747,4.0,Public
66273,5.0,Private
189324,2.0,Private
259412,5.0,Public
355096,5.0,Public
5378,5.0,Private
123831,5.0,Private
305797,5.0,Public
143456,1.0,Private
213077,2.0,Public
316245,3.0,Private
198827,5.0,Public
18220,4.0,Private
31033,2.0,Private
251597,1.0,Private
176640,4.0,Private
27542,2.0,Private
337788,2.0,Private
344465,4.0,Private
11831,5.0,Public
111083,1.0,Private
342984,3.0,Private
328674,3.0,Private
192610,5.0,Private
245063,5.0,Private
39084,5.0,Private
117055,5.0,Private
340998,4.0,Private
356814,3.0,Private
368396,1.0,Private
368989,2.0,Private
117056,4.0,Private
18225,5.0,Public
84864,5.0,Private
233296,4.0,Public
157648,4.0,Private
60630,5.0,Private
276507,4.0,Private
200212,5.0,Private
207121,4.0,Private
15984,3.0,Private
116114,5.0,Private
2912,5.0,Private
191305,1.0,Public
370704,3.0,Private
65273,3.0,Private
77325,3.0,Private
379082,5.0,Private
193985,2.0,Public
147629,4.0,Public
97839,2.0,Public
218064,3.0,Public
137946,5.0,Private
109753,2.0,Private
190649,3.0,Private
335941,3.0,Private
233268,5.0,Public
5337,1.0,Public
29687,3.0,Private
260842,4.0,Private
114457,3.0,Private
223842,5.0,Private
12943,5.0,Private
170712,4.0,Private
136858,4.0,Private
355309,5.0,Public
175109,3.0,Private
320765,3.0,Private
136972,4.0,Private
205235,5.0,Public
192417,5.0,Private
128348,4.0,Public
102141,4.0,Private
31164,4.0,Private
357813,2.0,Public
111869,5.0,Private
51670,5.0,Public
123435,2.0,Public
141289,4.0,Private
272660,5.0,Public
377460,4.0,Private
176079,3.0,Public
317785,4.0,Private
367795,2.0,Public
291751,5.0,Private
83205,5.0,Private
122265,5.0,Public
325584,4.0,Private
280140,4.0,Public
186938,4.0,Private
74213,5.0,Public
233859,2.0,Private
97144,5.0,Private
212219,3.0,Private
229452,4.0,Private
211204,2.0,Private
345390,4.0,Private
308154,4.0,Private
234008,5.0,Public
148896,4.0,Private
383156,3.0,Private
38144,5.0,Private
378111,5.0,Private
188907,3.0,Private
264405,5.0,Private
258317,4.0,Public
206598,5.0,Private
217314,5.0,Public
198630,3.0,Public
95972,5.0,Public
155686,4.0,Private
224579,3.0,Private
223766,3.0,Private
334866,5.0,Public
313266,1.0,Public
48302,5.0,Public
351673,5.0,Private
196960,5.0,Private
245741,5.0,Public
302550,2.0,Private
292884,5.0,Public
90439,4.0,Private
213876,5.0,Private
1981,4.0,Private
288420,4.0,Private
78682,4.0,Private
168118,3.0,Public
235663,5.0,Private
272208,5.0,Private
372977,5.0,Public
346894,4.0,Private
66897,5.0,Private
372506,5.0,Private
345452,3.0,Public
162652,5.0,Private
277650,2.0,Private
158663,4.0,Private
24947,4.0,Public
80342,2.0,Private
324055,5.0,Public
39965,3.0,Private
147037,2.0,Public
386217,4.0,Private
145149,5.0,Private
332159,3.0,Private
325839,4.0,Private
374820,3.0,Private
276044,4.0,Private
287388,5.0,Private
304554,5.0,Public
18482,4.0,Public
174694,3.0,Private
288212,5.0,Public
252953,3.0,Private
154558,5.0,Private
351814,5.0,Private
147220,5.0,Private
101887,2.0,Private
214820,4.0,Private
366951,5.0,Public
361823,1.0,Private
306694,5.0,Private
274710,2.0,Private
294629,4.0,Private
78151,4.0,Private
119955,4.0,Private
377290,5.0,Private
174095,4.0,Public
378065,4.0,Private
84574,3.0,Private
74871,4.0,Private
182580,4.0,Private
221602,1.0,Public
9128,5.0,Private
202069,2.0,Private
357612,5.0,Private
287037,2.0,Public
314016,4.0,Private
90485,1.0,Private
326511,1.0,Public
343845,3.0,Private
14726,1.0,Public
355435,2.0,Private
32780,2.0,Private
247706,2.0,Private
79692,1.0,Private
34558,1.0,Private
246203,4.0,Private
36860,3.0,Private
309321,5.0,Public
364023,3.0,Public
12919,3.0,Private
354276,5.0,Private
49002,5.0,Private
323229,1.0,Private
188115,2.0,Private
161342,2.0,Public
381904,5.0,Private
231422,2.0,Private
21033,3.0,Private
266906,4.0,Private
370353,4.0,Private
136344,4.0,Private
120268,5.0,Private
377134,3.0,Public
60534,3.0,Public
80977,1.0,Public
193106,4.0,Private
292927,1.0,Private
24102,2.0,Private
208755,3.0,Public
380139,5.0,Private
113182,5.0,Public
104857,3.0,Private
225301,1.0,Private
243043,4.0,Public
14058,4.0,Private
50782,5.0,Public
230760,5.0,Private
219228,5.0,Private
237136,3.0,Public
100318,4.0,Private
163067,5.0,Private
154625,5.0,Public
6632,2.0,Private
384400,4.0,Private
205572,4.0,Public
316198,5.0,Public
11423,4.0,Private
238072,2.0,Private
177564,3.0,Private
365737,5.0,Public
274579,5.0,Private
173181,2.0,Public
49738,2.0,Public
214839,5.0,Public
25357,3.0,Private
190642,5.0,Public
305163,3.0,Private
346558,5.0,Public
266520,5.0,Private
130331,3.0,Private
340552,5.0,Private
370675,1.0,Private
259168,2.0,Public
147727,3.0,Public
223170,1.0,Private
36858,5.0,Private
226826,1.0,Public
374939,5.0,Private
344290,4.0,Public
335259,3.0,Private
27850,2.0,Private
276265,3.0,Public
30796,5.0,Private
317029,5.0,Private
296662,5.0,Private
280029,3.0,Private
267939,4.0,Private
195912,4.0,Private
193137,5.0,Private
381596,5.0,Public
339709,4.0,Private
351930,5.0,Private
146283,4.0,Public
262419,3.0,Private
215394,4.0,Private
284442,3.0,Private
313995,4.0,Public
80764,5.0,Private
326988,4.0,Private
384889,1.0,Private
255945,5.0,Public
68854,1.0,Private
177182,4.0,Private
261224,4.0,Private
224391,2.0,Private
259364,3.0,Public
203872,1.0,Public
43074,3.0,Private
84818,3.0,Private
85703,3.0,Private
322863,4.0,Private
12394,5.0,Private
352066,2.0,Public
381442,5.0,Private
276334,3.0,Private
21115,5.0,Public
94389,5.0,Private
61828,5.0,Private
74605,3.0,Private
135331,5.0,Private
355662,4.0,Private
24524,1.0,Public
281904,1.0,Public
312103,5.0,Private
281969,5.0,Public
299872,1.0,Private
324570,4.0,Private
222076,5.0,Public
129470,3.0,Private
352584,2.0,Private
128325,4.0,Private
371451,3.0,Private
369610,3.0,Public
324075,2.0,Private
175075,1.0,Public
366849,5.0,Private
276216,3.0,Private
336325,2.0,Private
188095,3.0,Private
127909,5.0,Public
201592,5.0,Private
185635,4.0,Private
8789,5.0,Private
175529,5.0,Public
262260,5.0,Private
41805,5.0,Private
148352,3.0,Public
279619,5.0,Private
316336,3.0,Private
49895,5.0,Public
349771,4.0,Public
68058,5.0,Public
176031,4.0,Private
47616,5.0,Private
251909,4.0,Public
172964,5.0,Public
225561,4.0,Private
59866,1.0,Private
133193,3.0,Private
342882,5.0,Private
184308,4.0,Private
66139,2.0,Private
234095,3.0,Private
305058,5.0,Private
176961,5.0,Private
386679,5.0,Public
178862,4.0,Public
69178,3.0,Private
253777,5.0,Public
153138,2.0,Private
303706,3.0,Private
233686,3.0,Private
290703,4.0,Private
6617,4.0,Public
207200,3.0,Private
74617,5.0,Private
111936,1.0,Public
321152,4.0,Private
348250,3.0,Private
244171,3.0,Public
342283,5.0,Private
116754,4.0,Public
330584,4.0,Private
335348,2.0,Public
51862,2.0,Private
255786,4.0,Private
24977,2.0,Private
216952,5.0,Private
277643,5.0,Private
107493,4.0,Private
32651,5.0,Public
370533,5.0,Private
198432,5.0,Private
269219,1.0,Private
255243,4.0,Private
41264,2.0,Private
93073,1.0,Public
27470,4.0,Private
318801,1.0,Private
72668,5.0,Private
172641,4.0,Public
241680,4.0,Private
318514,5.0,Private
196354,3.0,Private
40543,4.0,Private
202102,1.0,Public
191992,3.0,Private
272450,3.0,Private
64673,5.0,Private
177093,4.0,Public
213155,1.0,Public
97250,3.0,Public
312958,1.0,Public
142637,4.0,Private
198369,5.0,Private
317167,5.0,Public
13237,4.0,Private
198038,5.0,Private
34239,3.0,Private
100405,5.0,Private
373834,2.0,Public
183658,2.0,Public
910,4.0,Private
18150,5.0,Private
76597,5.0,Private
213382,5.0,Private
195616,4.0,Private
164307,5.0,Private
124803,3.0,Private
365970,3.0,Private
353624,3.0,Private
151602,4.0,Private
186921,5.0,Private
86079,3.0,Public
112978,2.0,Private
218465,4.0,Private
106470,3.0,Public
22653,5.0,Public
187389,5.0,Private
327807,2.0,Public
199993,5.0,Public
315457,4.0,Private
268466,2.0,Private
5971,3.0,Public
293673,3.0,Public
179332,5.0,Public
358866,4.0,Private
265915,1.0,Public
143099,5.0,Private
70197,4.0,Public
334853,5.0,Private
207258,4.0,Public
76948,3.0,Public
101042,3.0,Public
213658,4.0,Private
157090,3.0,Private
216459,5.0,Private
304994,4.0,Private
355477,5.0,Private
287417,1.0,Private
60403,3.0,Public
300946,4.0,Private
122669,1.0,Private
193436,4.0,Private
244990,1.0,Private
222081,2.0,Private
38945,5.0,Private
316711,1.0,Private
208622,5.0,Public
156216,3.0,Private
310301,2.0,Public
147721,4.0,Public
137901,3.0,Public
30853,2.0,Private
334644,4.0,Private
103792,5.0,Private
336049,5.0,Private
87976,4.0,Private
355936,4.0,Private
55769,4.0,Private
242806,5.0,Private
213690,1.0,Private
280103,5.0,Public
181873,5.0,Private
202133,1.0,Public
20269,4.0,Public
33632,1.0,Private
262929,4.0,Public
351074,4.0,Private
340735,4.0,Public
37525,4.0,Private
298849,5.0,Private
322532,1.0,Private
335587,3.0,Private
161747,5.0,Public
76167,4.0,Private
386957,3.0,Public
335399,4.0,Private
95441,4.0,Private
18120,5.0,Public
92031,2.0,Private
191260,5.0,Private
278633,2.0,Public
354621,3.0,Private
44463,5.0,Public
192656,2.0,Private
369831,5.0,Private
207795,1.0,Public
361292,5.0,Private
333693,2.0,Private
261495,5.0,Public
176844,5.0,Public
70201,4.0,Private
137517,5.0,Private
146414,5.0,Private
192370,3.0,Private
158602,3.0,Public
371979,5.0,Public
147443,4.0,Public
320799,5.0,Private
39908,3.0,Public
85668,5.0,Private
112646,5.0,Public
143404,5.0,Public
284532,4.0,Public
183612,5.0,Private
255226,4.0,Public
104071,5.0,Private
96721,5.0,Private
222658,5.0,Private
79251,4.0,Private
286725,5.0,Private
33392,4.0,Public
125486,4.0,Private
157680,5.0,Public
212378,5.0,Private
106371,5.0,Private
300762,2.0,Private
255737,5.0,Private
327203,1.0,Private
226079,5.0,Public
372152,4.0,Public
271054,5.0,Private
152424,3.0,Private
187224,2.0,Public
5545,4.0,Private
272364,3.0,Private
36787,3.0,Private
377741,2.0,Private
207285,3.0,Private
303975,3.0,Public
244347,2.0,Private
79208,3.0,Private
349822,3.0,Private
222515,5.0,Private
117340,4.0,Private
330132,1.0,Private
317491,3.0,Private
74671,5.0,Private
138250,3.0,Private
243906,2.0,Private
207345,4.0,Private
203529,5.0,Private
251492,5.0,Private
200370,5.0,Private
58899,1.0,Private
282016,4.0,Private
294740,3.0,Private
135105,4.0,Private
99848,3.0,Private
185554,4.0,Public
77458,5.0,Private
60222,5.0,Private
308344,5.0,Private
196089,5.0,Private
82797,4.0,Public
83596,5.0,Private
280536,5.0,Private
20885,3.0,Private
305816,5.0,Private
161864,2.0,Private
143996,3.0,Private
58717,4.0,Private
224102,4.0,Private
171992,4.0,Private
234395,5.0,Private
220638,5.0,Private
237120,4.0,Private
291842,1.0,Private
91514,4.0,Public
94217,5.0,Private
176550,5.0,Private
160660,2.0,Public
231382,3.0,Private
176933,4.0,Public
297609,4.0,Private
311046,3.0,Public
350725,5.0,Private
292800,3.0,Private
260962,5.0,Private
57596,4.0,Private
268642,2.0,Public
166574,4.0,Private
246451,5.0,Private
31600,3.0,Private
63711,4.0,Private
243929,4.0,Public
285126,2.0,Private
78786,4.0,Private
258248,2.0,Private
280657,3.0,Public
13268,3.0,Private
272306,2.0,Private
131736,4.0,Private
288885,1.0,Private
168120,5.0,Public
109930,2.0,Private
268848,5.0,Private
278616,4.0,Private
183466,5.0,Private
74331,4.0,Private
246620,3.0,Private
137779,5.0,Private
105453,5.0,Private
313107,5.0,Private
151940,3.0,Public
99224,2.0,Private
144224,5.0,Private
113919,5.0,Public
136150,3.0,Public
350183,3.0,Public
300885,4.0,Private
365990,5.0,Private
257836,5.0,Private
149078,3.0,Private
316203,5.0,Public
223135,5.0,Private
161797,5.0,Public
44103,4.0,Public
306436,4.0,Public
52495,5.0,Private
350729,1.0,Private
222670,1.0,Private
259576,2.0,Public
89565,4.0,Private
104621,5.0,Private
102131,3.0,Private
181343,3.0,Private
111383,5.0,Public
203439,5.0,Private
60414,4.0,Private
143338,5.0,Private
95321,4.0,Private
115855,1.0,Private
30276,5.0,Private
251387,3.0,Public
137190,5.0,Private
14542,2.0,Public
201098,2.0,Private
130446,5.0,Private
195559,2.0,Private
348887,4.0,Private
33048,3.0,Public
49035,3.0,Private
20917,4.0,Public
324751,5.0,Private
75576,4.0,Public
47173,4.0,Private
319617,3.0,Private
368594,3.0,Private
34013,2.0,Private
308574,3.0,Private
342966,4.0,Private
49166,1.0,Public
24382,4.0,Public
96240,3.0,Private
2063,5.0,Public
345454,3.0,Public
178143,3.0,Public
383533,5.0,Private
274338,4.0,Private
39128,1.0,Private
188887,5.0,Private
117211,2.0,Private
191554,1.0,Private
259203,3.0,Private
261525,3.0,Private
141400,2.0,Private
383182,5.0,Private
267880,2.0,Private
63664,5.0,Private
260587,3.0,Public
109007,5.0,Private
229660,4.0,Private
289627,3.0,Private
380840,2.0,Public
229553,4.0,Public
207483,5.0,Public
326404,5.0,Private
263469,4.0,Private
374580,4.0,Public
42338,5.0,Private
203649,5.0,Private
62231,5.0,Private
26441,1.0,Public
86161,5.0,Public
377208,5.0,Private
192458,1.0,Private
319583,5.0,Public
312331,4.0,Private
208368,4.0,Private
69132,4.0,Private
121163,5.0,Private
317603,2.0,Private
327030,4.0,Public
184946,5.0,Public
45616,4.0,Private
109453,5.0,Private
202539,5.0,Private
382930,5.0,Private
382651,1.0,Public
243880,5.0,Private
220805,5.0,Private
153709,5.0,Private
326503,2.0,Private
82357,5.0,Private
241039,2.0,Public
137247,4.0,Private
53230,5.0,Public
99655,2.0,Private
179113,1.0,Public
208247,5.0,Private
222599,4.0,Private
347080,4.0,Private
69949,3.0,Private
80019,2.0,Private
72459,4.0,Private
215512,4.0,Private
376456,5.0,Private
33729,5.0,Public
55980,3.0,Private
39940,5.0,Public
19538,3.0,Private
195391,4.0,Private
66755,1.0,Public
132773,5.0,Private
305840,5.0,Private
307543,3.0,Private
131083,4.0,Private
123556,2.0,Private
148836,5.0,Private
77026,4.0,Private
169528,4.0,Private
31538,4.0,Private
29264,1.0,Public
153694,5.0,Private
77356,4.0,Private
322116,3.0,Private
178742,2.0,Private
267723,5.0,Private
26430,3.0,Private
281165,5.0,Private
353512,4.0,Public
304291,5.0,Private
317797,4.0,Private
232410,5.0,Private
343673,5.0,Private
327590,5.0,Public
64742,4.0,Private
23351,3.0,Public
95659,5.0,Private
66969,2.0,Private
241842,5.0,Private
246122,1.0,Private
341863,2.0,Private
260693,3.0,Public
344096,3.0,Public
237239,5.0,Private
107400,4.0,Private
145033,4.0,Private
4069,4.0,Private
166920,1.0,Private
365247,5.0,Public
271528,5.0,Private
323752,1.0,Public
259875,5.0,Private
267391,4.0,Private
371092,2.0,Private
13436,2.0,Private
205251,1.0,Private
311214,1.0,Private
206738,1.0,Private
347484,5.0,Private
277521,5.0,Private
193488,4.0,Private
58686,3.0,Private
59412,3.0,Private
235000,1.0,Private
14982,4.0,Private
197689,2.0,Private
211693,2.0,Public
50920,5.0,Private
227888,5.0,Public
69849,3.0,Public
350542,4.0,Private
101525,4.0,Private
145129,3.0,Private
46205,5.0,Private
206780,5.0,Public
197270,3.0,Private
159945,5.0,Private
299263,5.0,Public
245133,5.0,Private
253436,3.0,Public
371239,5.0,Public
174564,3.0,Public
320374,4.0,Private
252065,5.0,Public
204806,5.0,Public
329842,3.0,Private
106671,5.0,Private
154000,2.0,Private
338436,5.0,Private
343217,4.0,Private
37439,1.0,Public
373669,5.0,Public
127417,4.0,Private
356313,5.0,Public
310029,5.0,Public
228121,3.0,Private
213569,5.0,Public
361490,5.0,Private
293568,5.0,Private
299828,3.0,Private
117949,4.0,Private
129964,1.0,Public
291244,1.0,Private
60380,3.0,Private
383247,1.0,Private
371453,4.0,Private
232856,5.0,Private
97963,5.0,Private
78955,1.0,Private
370483,3.0,Private
122430,2.0,Private
65877,5.0,Private
220182,5.0,Private
313627,1.0,Public
74219,2.0,Public
310440,3.0,Public
377866,5.0,Private
264685,5.0,Private
330833,5.0,Public
260682,4.0,Private
374719,1.0,Private
353555,2.0,Private
241666,4.0,Private
380112,3.0,Private
253323,5.0,Public
346964,4.0,Private
15388,3.0,Private
345138,4.0,Private
355949,2.0,Private
69256,1.0,Private
339966,5.0,Public
221117,4.0,Private
153701,5.0,Public
217267,5.0,Private
5032,3.0,Private
223163,5.0,Private
340543,4.0,Private
35567,4.0,Private
334851,3.0,Public
123006,4.0,Private
372418,4.0,Public
359333,4.0,Public
341271,5.0,Private
25620,5.0,Private
2916,3.0,Private
343799,1.0,Private
356984,2.0,Public
237929,5.0,Private
38685,4.0,Private
161376,4.0,Private
194145,4.0,Private
124687,2.0,Private
224660,3.0,Public
43445,4.0,Private
352273,3.0,Private
66859,3.0,Public
307652,5.0,Private
315796,3.0,Private
372053,2.0,Private
256794,4.0,Public
169798,5.0,Private
254481,2.0,Private
286342,4.0,Private
111614,5.0,Public
106279,5.0,Private
138076,4.0,Public
128993,3.0,Public
272383,5.0,Public
232047,3.0,Private
222164,5.0,Public
225189,5.0,Private
40358,4.0,Private
345542,2.0,Private
255575,1.0,Public
130894,5.0,Private
249726,5.0,Public
106886,5.0,Private
24357,4.0,Private
66142,2.0,Private
373922,5.0,Private
30295,3.0,Public
143316,5.0,Private
341209,4.0,Public
64290,1.0,Private
10955,5.0,Public
65429,3.0,Private
221280,4.0,Public
281418,5.0,Public
130236,5.0,Private
233098,2.0,Public
212099,4.0,Private
73603,5.0,Private
253222,5.0,Private
140483,4.0,Private
302056,3.0,Private
343608,3.0,Public
176704,2.0,Private
167248,2.0,Private
243876,1.0,Private
378446,5.0,Private
266556,5.0,Private
304076,2.0,Private
146499,1.0,Private
317653,5.0,Private
2736,4.0,Private
25403,5.0,Public
361172,4.0,Private
96571,5.0,Public
166146,4.0,Private
212485,2.0,Public
10634,2.0,Private
92086,5.0,Public
107039,2.0,Private
133820,4.0,Public
266056,4.0,Public
258760,5.0,Private
281201,5.0,Public
237996,5.0,Private
69650,5.0,Private
143276,5.0,Public
72140,4.0,Private
199279,5.0,Private
353506,2.0,Private
225655,5.0,Private
356597,5.0,Private
71088,1.0,Private
166937,3.0,Public
184973,4.0,Private
279658,4.0,Private
350533,3.0,Private
89994,3.0,Private
130585,5.0,Public
218484,5.0,Public
102756,4.0,Private
273042,3.0,Private
160118,5.0,Private
290653,4.0,Private
162141,5.0,Private
215863,4.0,Private
128218,5.0,Private
89631,4.0,Public
315178,5.0,Private
175563,5.0,Private
111677,5.0,Private
333909,5.0,Public
60645,4.0,Private
355620,5.0,Private
28348,4.0,Public
348360,5.0,Public
258137,5.0,Public
58089,2.0,Private
254629,4.0,Private
370341,5.0,Private
283189,5.0,Private
385748,5.0,Public
363530,1.0,Private
283584,5.0,Private
295111,3.0,Public
251270,3.0,Private
175928,4.0,Public
246273,4.0,Private
209558,5.0,Public
28293,1.0,Public
225285,4.0,Private
54165,4.0,Public
292537,5.0,Public
376331,1.0,Public
194366,5.0,Private
167460,4.0,Public
48614,4.0,Private
315211,4.0,Private
342585,4.0,Private
231461,5.0,Private
349883,3.0,Private
150954,5.0,Private
186003,1.0,Private
180522,4.0,Private
152345,1.0,Private
34113,3.0,Private
198211,4.0,Public
108434,1.0,Public
340645,3.0,Private
57738,3.0,Private
12316,5.0,Private
92684,3.0,Private
302095,4.0,Private
15812,3.0,Private
114344,4.0,Private
41202,2.0,Private
170440,1.0,Public
232365,1.0,Private
238847,5.0,Private
321033,4.0,Public
20460,2.0,Private
223499,3.0,Private
29824,4.0,Public
200363,1.0,Private
363787,3.0,Private
236244,4.0,Private
100014,5.0,Private
272952,4.0,Private
144239,3.0,Public
155595,4.0,Private
177446,3.0,Public
218635,2.0,Private
231600,5.0,Private
64637,4.0,Private
156048,5.0,Private
168687,3.0,Private
262494,1.0,Public
335158,1.0,Private
348906,5.0,Private
342941,4.0,Private
326930,1.0,Private
16168,3.0,Public
219026,5.0,Private
342809,3.0,Private
182441,4.0,Private
188224,1.0,Private
63408,4.0,Private
207947,1.0,Public
52788,5.0,Private
361223,5.0,Private
242504,4.0,Private
373038,5.0,Private
360404,5.0,Private
14744,2.0,Private
153999,4.0,Private
279869,4.0,Private
240794,4.0,Private
97878,4.0,Public
243319,5.0,Private
193275,5.0,Public
23794,5.0,Private
365528,5.0,Private
254780,2.0,Private
382120,3.0,Private
288076,5.0,Private
299695,5.0,Public
299453,5.0,Private
20657,4.0,Private
324755,2.0,Public
271728,4.0,Private
